"","beeid","datetime","time","thoraxtemp","second","minute","start_time","elapse_sec","elapse_min"
"305","w16",2010-01-18 18:09:59,18:09:59,36.15,30,30s,64948,451,7.51666666666667
"306","w16",2010-01-18 18:10:29,18:10:29,37.13,30,30s,64948,481,8.01666666666667
"307","w16",2010-01-18 18:10:59,18:10:59,37.06,30,30s,64948,511,8.51666666666667
"308","w16",2010-01-18 18:11:29,18:11:29,37.5,30,30s,64948,541,9.01666666666667
"309","w16",2010-01-18 18:11:59,18:11:59,38.38,30,30s,64948,571,9.51666666666667
"310","w16",2010-01-18 18:12:30,18:12:30,39.25,31,31s,64948,602,10.0333333333333
"311","w17",2010-01-18 18:13:23,18:13:23,15.67,0,0s,65603,0,0
"312","w17",2010-01-18 18:13:55,18:13:55,19.88,32,32s,65603,32,0.533333333333333
"313","w17",2010-01-18 18:14:24,18:14:24,22.59,29,29s,65603,61,1.01666666666667
"314","w17",2010-01-18 18:14:53,18:14:53,24.24,29,29s,65603,90,1.5
"315","w17",2010-01-18 18:15:23,18:15:23,25.31,30,30s,65603,120,2
"316","w17",2010-01-18 18:15:54,18:15:54,26.57,31,31s,65603,151,2.51666666666667
"317","w17",2010-01-18 18:16:25,18:16:25,27.2,31,31s,65603,182,3.03333333333333
"318","w17",2010-01-18 18:16:54,18:16:54,28.21,29,29s,65603,211,3.51666666666667
"319","w17",2010-01-18 18:17:24,18:17:24,29.22,30,30s,65603,241,4.01666666666667
"320","w17",2010-01-18 18:17:54,18:17:54,31.15,30,30s,65603,271,4.51666666666667
"321","w17",2010-01-18 18:18:24,18:18:24,33.4,30,30s,65603,301,5.01666666666667
"322","w17",2010-01-18 18:18:56,18:18:56,34.71,32,32s,65603,333,5.55
"323","w17",2010-01-18 18:19:26,18:19:26,35.5,30,30s,65603,363,6.05
"324","w17",2010-01-18 18:19:54,18:19:54,36.94,28,28s,65603,391,6.51666666666667
"325","w17",2010-01-18 18:20:23,18:20:23,39.42,29,29s,65603,420,7
"326","w17",2010-01-18 18:20:54,18:20:54,38.59,31,31s,65603,451,7.51666666666667
"327","w17",2010-01-18 18:21:24,18:21:24,37.76,30,30s,65603,481,8.01666666666667
"328","w17",2010-01-18 18:21:55,18:21:55,39.8,31,31s,65603,512,8.53333333333333
"329","w17",2010-01-18 18:22:25,18:22:25,41.46,30,30s,65603,542,9.03333333333333
"330","w17",2010-01-18 18:22:54,18:22:54,40.52,29,29s,65603,571,9.51666666666667
"331","w17",2010-01-18 18:23:24,18:23:24,41.06,30,30s,65603,601,10.0166666666667
"332","w18",2010-01-18 18:24:39,18:24:39,15.95,0,0s,66279,0,0
"333","w18",2010-01-18 18:25:09,18:25:09,19.78,30,30s,66279,30,0.5
"334","w18",2010-01-18 18:25:39,18:25:39,21.37,30,30s,66279,60,1
"335","w18",2010-01-18 18:26:09,18:26:09,23.26,30,30s,66279,90,1.5
"336","w18",2010-01-18 18:26:46,18:26:46,24.78,37,37s,66279,127,2.11666666666667
"337","w18",2010-01-18 18:27:09,18:27:09,25.52,23,23s,66279,150,2.5
"338","w18",2010-01-18 18:27:39,18:27:39,26.93,30,30s,66279,180,3
"339","w18",2010-01-18 18:28:09,18:28:09,27.67,30,30s,66279,210,3.5
"340","w18",2010-01-18 18:28:39,18:28:39,28.52,30,30s,66279,240,4
"341","w18",2010-01-18 18:29:09,18:29:09,29.28,30,30s,66279,270,4.5
"342","w18",2010-01-18 18:29:39,18:29:39,30.77,30,30s,66279,300,5
"343","w18",2010-01-18 18:30:09,18:30:09,30.26,30,30s,66279,330,5.5
"344","w18",2010-01-18 18:30:39,18:30:39,34.11,30,30s,66279,360,6
"345","w18",2010-01-18 18:31:09,18:31:09,35.64,30,30s,66279,390,6.5
"346","w18",2010-01-18 18:31:39,18:31:39,37.66,30,30s,66279,420,7
"347","w18",2010-01-18 18:32:08,18:32:08,37.78,29,29s,66279,449,7.48333333333333
"348","w18",2010-01-18 18:32:39,18:32:39,38.58,31,31s,66279,480,8
"349","w18",2010-01-18 18:33:10,18:33:10,40.78,31,31s,66279,511,8.51666666666667
"350","w18",2010-01-18 18:33:38,18:33:38,40.11,28,28s,66279,539,8.98333333333333
"351","w18",2010-01-18 18:34:12,18:34:12,40.2,34,34s,66279,573,9.55
"352","w18",2010-01-18 18:34:40,18:34:40,39.01,28,28s,66279,601,10.0166666666667
